NUM_DOCUMENTO_STD	FECHA_CREA	FECHA_FINALIZACION	MES_F	MES_F_1	MES_CREA	MES_CREA_1	ANIO_INGRESO	ASUNTO	D_T	INSTITUCION	RESPUESTA	CUERPO	UNIDAD_ORG
E-002759-2020	06-01-2020 09:07:31 AM	12-07-2020 02:33:21 PM	07	JULIO     	01	ENERO     	2020	SE REMITE PARA CONOCIMIENTO/CONDUCCIÓN ESTADO DE EBRIEDAD O DROGADICCIÓN/04 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014504-2019-1282-0/INVESTIGADO JHON GOMEZ ROBLES 	130	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-002815-2020	06-01-2020 09:37:22 AM	12-02-2020 03:25:08 PM	02	FEBRERO   	01	ENERO     	2020	COPIA INFORMATIVA - TRASLADA DOCUMENTO A FIN DE DETERMINAR EL ÁREA A EXPROPIAR DE LOS PREDIOS. REMITIDO POR LA SRA. LILIANA ELIZABETH AHUMADA FARIAS - PIURA.	27	PCM	NULL	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-003866-2020	06-01-2020 04:22:06 PM	29-01-2020 10:22:18 AM	01	ENERO     	01	ENERO     	2020	SOLICITA EN UN PLAZO DE 10 DÍAS HÁBILES INFORME RESPECTO A LAS MEDIDAS DISPUESTAS PARA ATENDER PROBLEMÁTICA DEL CIUDADANO WILLY VARGAS GARCIAS	17	DEFENSORIA DEL PUEBLO	"SE FINALIZA EN VIRTUD DEL OFICIO Nº 1497-2020-MTC/17.03 DEL 24.01.2020.
PASA AL ARCHIVO DE LA DCV PARA SU CUSTODIA."	NULL	DIRECCION DE CIRCULACION VIAL-(NUEVO-ROF)
E-003634-2020	06-01-2020 03:11:30 PM	12-07-2020 02:22:37 PM	07	JULIO     	01	ENERO     	2020	NOTIFICA DISPOSICIÓN N°02-2019, REFERENTE AL CASO N° 3006064501-2019-2028-0	130	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-003263-2020	06-01-2020 12:38:44 PM	23-01-2020 09:18:59 AM	01	ENERO     	01	ENERO     	2020	FISCALIA ESPECIALIZADA EN PREVENCIÓN DE DELITO  ILO: SOLICITA SE INFORME SI SE HA REALZIADO ACTOS DE FISCALIZACION EN LA INSTAACION DE LA ANTENA DE LA EMPRESA BITEL UBICADO EN ILO. 	13	MINISTERIO PUBLICO	NULL	NULL	DIRECCION GENERAL DE FISCALIZACIONES Y SANCIONES EN COMUNICACIONES-(NUEVO-ROF)
E-003462-2020	06-01-2020 02:23:20 PM	12-07-2020 02:26:38 PM	07	JULIO     	01	ENERO     	2020	REMITE VOUCHER DE PAGO POR PRINCIPIO DE OPORTUNIDAD , REFERENTE A LA CARPETA FISCAL N°2552-2019	130	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-004351-2020	06-01-2020 06:38:31 PM	10-02-2020 04:56:51 PM	02	FEBRERO   	01	ENERO     	2020	EN REF. AL OFICIO 228-2019-2020-ADP-R/CR,  REMITEN INFORMACIÓN EN SOBRE CRONOGRAMA DE LA REALIZACIÓN DE TALLERES INFORMATIVOS DEL PROYECTO TERMINAL PORTUARIO  DE CHANCAY	25	PCM	SE TOMO CONOCIMIENTO Y SE ENVIO COPIA A LA APN Y A LA DGAAM 	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-004363-2020	06-01-2020 06:45:05 PM	28-01-2020 02:09:19 PM	01	ENERO     	01	ENERO     	2020	CONVOCAN A PARTICIPAR EN REUNIÓN DE SUBGRUPO N° 1 INVERSIONES Y DESARROLLO DE LA MESA DE DIALOGO POR DESARROLLO SOSTENIBLE DE LA PROVINCIA DE ESPINAR CUSCO - EL DIA 14 DE ENERO A LAS 9:00 AM 	16	PCM	ATENDIDO CON MEMORANDUM N° 0034-2020-MTC/16.	NULL	DIRECCION GENERAL DE ASUNTOS AMBIENTALES-(NUEVO-ROF)
E-005329-2020	07-01-2020 02:53:47 PM	08-01-2020 04:01:59 PM	01	ENERO     	01	ENERO     	2020	REMITE EL INFORME N° 006-2020-EF/63.03 SOBRE VALIDACION METODOLOGICA A LOS INDICADORES DE BRECHAS DE INFRAESSTEUCTURA O DE ACCESO A SERVICIOS. 	0	MINISTERIO DE ECONOMIA Y FINANZAS	ATENDIDO MEMO. N° 040-2020-MTC/09 DE FECHA 07.01.2020 ANEXO 1, PROYECTO RM E INFORME N° 004-2020-MTC/09.02 FECHA 06.01.2020	NULL	OFICINA GENERAL DE PLANEAMIENTO Y PRESUPUESTO
E-007541-2020	08-01-2020 05:13:46 PM	11-02-2020 11:59:14 AM	02	FEBRERO   	01	ENERO     	2020	COMUNICA QUE NO SE IDENTIFICÓ FALTA ALGUNA ANTE DENUNCIA CON CODIGO SC-1195-2019	24	MINISTERIO PUBLICO	SE ATENDIÓ CON OFICIO N°0543-2020-MTC/16	NULL	DIRECCION GENERAL DE ASUNTOS AMBIENTALES-(NUEVO-ROF)
E-004315-2020	06-01-2020 06:25:53 PM	10-03-2020 09:40:47 AM	03	MARZO     	01	ENERO     	2020	TRASLADA DOCUMENTACIÓN PRESENTADA POR LA  CONFEDERACIÓN NACIONAL DE MINEROS ARTESANALES  Y PEQUEÑOS PRODUCTORES MINEROS DEL PERU, QUIENES SOLICITAN AUTORIZACIÓN PARA EJECUTAR PROYECTO MEGA TERMINAL MULTIMODAL ISLA SAN LORENZO 	46	PCM	NULL	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-001422-2020	03-01-2020 10:53:34 AM	10-01-2020 12:36:34 PM	01	ENERO     	01	ENERO     	2020	FISCALÍA SUPRAPROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUCCIÓN DE FUNCIONARIOS - REMITE COBRE CERRADO COMO RESERVADO.	5	MINISTERIO PUBLICO	ANGELA ELIZABETH ZULOAGA BAYES - FISCAL ADJUNTA PROVINCIAL - FISCALIA SUPRAPROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCIÓN DE FUNCIONARIOS - TERCER DESPACHO	NULL	DESPACHO MINISTERIAL
E-005234-2020	07-01-2020 02:17:54 PM	13-01-2020 08:44:13 AM	01	ENERO     	01	ENERO     	2020	REMITEN EXPEDIENTE RESUELTO POR EL TRIBUNAL FISCAL , DE LA EMPRESA DE TRANSPORTES Y TURISMO CHALLENGER SA. + ADJUNTA 01 FOLDER. 	4	MINISTERIO PUBLICO	NULL	NULL	OFICINA GENERAL DE ADMINISTRACION
E-004341-2020	06-01-2020 06:33:11 PM	22-01-2020 10:15:27 AM	01	ENERO     	01	ENERO     	2020	 CONVOCAN A PARTICIPA EN REUNIÓN DE TRABAJO ENTRE EL GOBIERNO NACIONAL Y LA PROVINCIA DE PARURO QUE SE LLEVARA ACABO EL DÍA 17 DE ENERO 2020 EN EL SALÓN CONSISTORIAL DE LA MUNICIPALIDAD PROVINCIAL DE PARURO A LAS 10:00AM	12	PCM	SE ASISTIÓ A REUNIÓN CONVOCADA	NULL	SECRETARIA GENERAL
E-003237-2020	06-01-2020 12:25:05 PM	10-02-2020 10:51:53 AM	02	FEBRERO   	01	ENERO     	2020	SEXTA FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUANUCO: SOLICITA SE PRECISE CUAL ES EL TRAMITE A SEGUIR CUANDO SE PIERDEN EQUIPAJES DE LA BODEGA DE UN VEHICULO 	25	MINISTERIO PUBLICO	NULL	NULL	DIRECCION GENERAL DE AUTORIZACIONES EN TRANSPORTES-(NUEVO-ROF)
E-003705-2020	06-01-2020 03:34:44 PM	12-07-2020 02:19:48 PM	07	JULIO     	01	ENERO     	2020	NOTIFICA DISPOSICIÓN , REFERENTE AL CASO N°3006064501-2019-2554-0	130	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-007545-2020	08-01-2020 05:14:59 PM	30-01-2020 12:24:28 PM	01	ENERO     	01	ENERO     	2020	SOLICITA INFORMACIÓN RESPECTO A EMERGENCIA AMBIENTAL OCURRIDO EL 25 DE SEPTIEMBRE POR LA EMPRESA TRANSJYR EIRL	16	MINISTERIO PUBLICO	SE ATENDIÓ CON OFICIO N°0385-2020-MTC/16	NULL	DIRECCION GENERAL DE ASUNTOS AMBIENTALES-(NUEVO-ROF)
E-000789-2020	02-01-2020 03:52:21 PM	12-07-2020 02:41:54 PM	07	JULIO     	01	ENERO     	2020	SE REMITE PARA CONOCIMIENTO/DELITO DE PELIGRO COMÚN/05 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014505-2019-1146-0/IMPUTADO HUMBERTO ESIQUIEL MATOS OMONTE 	132	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-001569-2020	03-01-2020 11:42:51 AM	08-01-2020 01:00:35 PM	01	ENERO     	01	ENERO     	2020	SOLICITA INFORMACIÓN 	3	MINISTERIO PUBLICO	SE ENVIÓ A FISCAL PROVINCIAL TITULAR - ZOILA MARIANELA SUENO CHIRINOS	NULL	PROYECTO JUEGOS PANAMERICANOS 2019 - DIRECCIÓN EJECUTIVA
E-005050-2020	07-01-2020 12:36:12 PM	10-07-2020 02:38:00 PM	07	JULIO     	01	ENERO     	2020	REMITE BAUCHER DE PAGO POR ACUERDO DE PRINCIPIO DE OPORTUNIDAD POR EL DELITO DE CONDUCCIÓN EN ESTADO DE EBRIEDAD (CARPETA FISCAL N° 366-2019)	129	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-003802-2020	06-01-2020 04:04:23 PM	10-07-2020 02:44:42 PM	07	JULIO     	01	ENERO     	2020	NOTIFICA PROVIDENCIA N° 02-2019, REFERENTE AL CASO N° 3006064501-2019-290-0	130	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-004284-2020	06-01-2020 06:17:02 PM	08-01-2020 03:15:37 PM	01	ENERO     	01	ENERO     	2020	SOLICITAN COMENTARIOS EN REF. A LAS RELATORIAS DEL 12 GORE JECUTIVO, REALIZADO EL DIA 12 DE DICIEMBRE 2019	2	PCM	TCF/TL	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-000326-2020	02-01-2020 11:45:55 AM	02-01-2020 04:05:42 PM	01	ENERO     	01	ENERO     	2020	NOTIFICA DISPOSICIÓN N°03, REFERENTE AL CASO N°3006064501-2019-2381-0	0	MINISTERIO PUBLICO	"ATENDIDAS Y DERIVADAS AL ÁREA DE SEGURIDAD PUBLICA
(SE PROCEDE A FINALIZAR LAS NOTIFICACIONES DE CONDUCCIÓN DE ESTADO DE EBRIEDAD, LAS CUALES HAN SIDO ATENDIDAS EN SU MOMENTO VÍA CORREO ELECTRÓNICO VÍA CASILLA O ENVIADAS EN FÍSICO,INFORMACIÓN AL ANEXO 1619)
(BOUCHER Y ACTAS DE AUDIENCIA ANEXADAS EN SU LEGAJO RESPECTIVO)"	NULL	PROCURADURIA PUBLICA
E-002780-2020	06-01-2020 09:13:04 AM	12-07-2020 02:32:16 PM	07	JULIO     	01	ENERO     	2020	SE REMITE PARA CONOCIMIENTO/ DELITO DE PELIGRO COMÚN/05 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014505-2019-1116-0/INVESTIGADO ALCANTARO ANIVAR DOROTEO MORALES 	130	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-000278-2020	02-01-2020 11:28:00 AM	02-01-2020 02:56:23 PM	01	ENERO     	01	ENERO     	2020	CONDUCCIÓN ESTADO DE EBRIEDAD O DROGADICCIÓN/01° FISCALIA PROVINCIAL PENAL CORPORATIVA DE LEONCIO PRADO/CASO N° 2006064501-2019/IMPUTADO JOHANNA ELIZABETH QUIROZ MÁLAGA 	0	MINISTERIO PUBLICO	"ATENDIDAS Y DERIVADAS AL ÁREA DE SEGURIDAD PUBLICA
(SE PROCEDE A FINALIZAR LAS NOTIFICACIONES DE CONDUCCIÓN DE ESTADO DE EBRIEDAD, LAS CUALES HAN SIDO ATENDIDAS EN SU MOMENTO VÍA CORREO ELECTRÓNICO VÍA CASILLA O ENVIADAS EN FÍSICO,INFORMACIÓN AL ANEXO 1619)"	NULL	PROCURADURIA PUBLICA
E-000285-2020	02-01-2020 11:30:24 AM	02-01-2020 02:56:23 PM	01	ENERO     	01	ENERO     	2020	CONDUCCIÓN ESTADO DE EBRIEDAD O DROGADICCIÓN/01 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014501-2019-1823-0/IMPUTADO CRISTIAN GERSON VALDIVIA AGUIRRE	0	MINISTERIO PUBLICO	"ATENDIDAS Y DERIVADAS AL ÁREA DE SEGURIDAD PUBLICA
(SE PROCEDE A FINALIZAR LAS NOTIFICACIONES DE CONDUCCIÓN DE ESTADO DE EBRIEDAD, LAS CUALES HAN SIDO ATENDIDAS EN SU MOMENTO VÍA CORREO ELECTRÓNICO VÍA CASILLA O ENVIADAS EN FÍSICO,INFORMACIÓN AL ANEXO 1619)"	NULL	PROCURADURIA PUBLICA
E-003658-2020	06-01-2020 03:21:03 PM	12-07-2020 02:21:57 PM	07	JULIO     	01	ENERO     	2020	NOTIFICA DISPOSICIÓN N° 02-2019, REFERENTE AL CASO N°30060501-2019-1180-0	130	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-000546-2020	02-01-2020 02:10:41 PM	14-01-2020 05:52:30 PM	01	ENERO     	01	ENERO     	2020	COMUNICA DESIGNACIÓN PARA PARTICIPAR EN MESA TECNICA DE TRABAJO EN EL MARCO DE LA IMPLEMENTACIÓN DEL OBSERVATORIO NACIONAL EN SEGURIDAD VIAL. 	8	MINISTERIO DE SALUD	SE TOMA CONOCIMIENTO DE LA DESIGNACIÓN DEL C.D. JOEL COLLAZOS Y LA LIC. YLIANA ROJAS COMO INTEGRANTES, TITULAR Y LATERNA RESPECTIVAMENTE, EN LA MESA DE TRABAJO PARA IMPLEMENTACIÓN DEL OBSERVATORIO NACIONAL DE SEGURIDAD VIAL.	NULL	DIRECCION GENERAL DE POLITICAS Y REGULACION EN TRANSPORTE MULTIMODAL-(NUEVO-ROF)
E-002823-2020	06-01-2020 09:41:17 AM	14-02-2020 07:37:25 PM	02	FEBRERO   	01	ENERO     	2020	TRASLADA DOCUMENTO SOBRE SOLICITUD DE EJECUCIÓN DE PROYECTOS DE MEJORA INFRAESTRUCTURA VIAL EN LA PROVINCIA DE CAMANA - AREQUIPA. REMITIDO POR LA MUNICIPALIDAD PROVINCIAL DE CAMANA - AREQUIPA.	29	PCM	"OFICIO DIRIGIDO A MARCELO VALDIVIA BRAVO
ALCALDE DE LA MUNICIPALIDAD PROV DE CAMANA
"	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-003201-2020	06-01-2020 12:04:42 PM	22-01-2020 03:44:38 PM	01	ENERO     	01	ENERO     	2020	FISCALIA PROVINCIAL MIXTA DE BAJO BIAVO: SOLICITAN SE INFORME SI EL SR. ARNOLD MUÑOZ GONZALES PRESENTA LICENCIA PARA CONDUCIR VEHICULOS MAYORES	12	MINISTERIO PUBLICO	SE ATENDIO.	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-003265-2020	06-01-2020 12:40:33 PM	22-01-2020 10:43:08 AM	01	ENERO     	01	ENERO     	2020	TRIGESIMO SEPTIMA FISCALIA PROVINCIAL DE PENAL DE LIMA: SOLICITA EN CALIDAD DE MUY URGENTE SE INFORME RESPECTO A LAS POSIBLES REVISIONES TECNICAS QUE HUBIESE TENIDO LAS PLACAS DE RODAJE PIW-072 Y OROS. 	12	MINISTERIO PUBLICO	"SE PROCEDE A FINALIZAR CON OFICIO Nº 257-2020-MTC/17.02, SE ADJUNTA CARGO DE NOTIFICACIÓN DE OFICIO, PASA AL ARCHIVO FÍSICAMENTE - JUAN CARLOS GODOY
"	NULL	DIRECCION DE SERVICIOS DE TRANSPORTE TERRESTRE-(NUEVO-ROF)
E-003225-2020	06-01-2020 12:18:06 PM	09-01-2020 11:45:29 AM	01	ENERO     	01	ENERO     	2020	FISCALIA PROVINCIAL ESPECIALIZADA EN DELITO DE CORRUPCION DE FUNCIONARIOS DEL DISTRITO FISCAL DE CAÑETE: SOLICITA EN EL PLAZO DE10 DIAS EL ORIGINAL O COPIAS FEDATEADAS DEL OFIICO N° 157-2018-MTC/FONDO/SP DE FECHA 01.06.201 Y OTROS. 	3	MINISTERIO PUBLICO	SE DIO RESPUESTA A LA FISCALIA CON OFICIO N°002-2020-MTC/FONDO/SE	NULL	OFICINA DE FINANZAS
E-003483-2020	06-01-2020 02:30:24 PM	12-07-2020 02:26:13 PM	07	JULIO     	01	ENERO     	2020	REMITE VOUCHER DE PAGO POR PRINCIPIO DE OPORTUNIDAD , REFERENTE A CARPETA FISCAL N°2553-2019	130	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-003670-2020	06-01-2020 03:24:27 PM	12-07-2020 02:21:23 PM	07	JULIO     	01	ENERO     	2020	REMITE DISPOSICIÓN NÚMERO UNO, ABRE INVESTIGACIÓN PRELIMINAR Y PROGRAMA DILIGENCIAS (CASO NRO. 2506014506-2019-2584-0)	130	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-000369-2020	02-01-2020 12:02:09 PM	12-07-2020 02:42:59 PM	07	JULIO     	01	ENERO     	2020	REMITE DISPOSICIÓN N° 01, ABSTENCIÓN DEL EJERCICIO DE LA ACCIÓN PENAL (CASO NRO. 2506014506-2019-1821-0)	132	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-004469-2020	07-01-2020 08:42:45 AM	10-07-2020 02:43:47 PM	07	JULIO     	01	ENERO     	2020	NOTIFICA DISPOSICIÓN N° 01 , REFERENTE AL CASO N° 3006014501-2019-2550-0	129	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-004480-2020	07-01-2020 08:47:29 AM	10-07-2020 02:43:24 PM	07	JULIO     	01	ENERO     	2020	NOTIFICA DISPOSICIÓN N° 01-2019, REFERENTE AL CASO N°3006014504-2019-782-0	129	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-004549-2020	07-01-2020 09:17:52 AM	22-01-2020 03:18:47 PM	01	ENERO     	01	ENERO     	2020	3ERA FISCALIA PENAL CORPORATIVA DE SANTA ROSA: SOLICITA SE REMITA LICENCIA DE CONDUCIR Q46593662 CATEGORIA AI DEL SR. CRISTIAN HUGO MEZA CIRILO. 	11	MINISTERIO PUBLICO	SE ATENDIO.	NULL	DIRECCION DE CIRCULACION VIAL-(NUEVO-ROF)
E-003739-2020	06-01-2020 03:42:54 PM	12-07-2020 02:17:19 PM	07	JULIO     	01	ENERO     	2020	REMITE DISPOSICIÓN N° 01, ABSTENCIÓN DE LA ACCIÓN PENAL (CASO NRO. 2506014504-2019-2989-0)	130	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-004696-2020	07-01-2020 10:24:11 AM	10-07-2020 02:39:46 PM	07	JULIO     	01	ENERO     	2020	CONDUCCIÓN ESTADO DE EBRIEDAD O DROGADICCIÓN/04 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014504-2019-1705-0/IMPUTADO WILY JORDAN GONZALES HUERTA 	129	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-004736-2020	07-01-2020 10:37:31 AM	10-07-2020 02:39:22 PM	07	JULIO     	01	ENERO     	2020	CONDUCCIÓN ESTADO DE EBRIEDAD O DROGADICCIÓN/06° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014506-2019-1688-0/ABEL MIGUEL LOYOLA MUÑOZ	129	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-004772-2020	07-01-2020 10:53:16 AM	08-01-2020 06:13:24 PM	01	ENERO     	01	ENERO     	2020	03° FISCALÍA PROVINCIAL PENAL CORPORATIVA DE CARHUAZ. REMITE CÉDULA DE NOTIFICACIÓN, RESPECTO A CASO N°1306064503-2019-334-0, REMITIENDO DISPOSICIÓN FISCAL N°01	0	MINISTERIO PUBLICO	SE TOMO CONOCIMIENTO Y SE ARCHIVO AL FILE DEL MINISTERIO PUBLICO.(FILE N° 165)	NULL	DIRECCION GENERAL DE FISCALIZACIONES Y SANCIONES EN COMUNICACIONES-(NUEVO-ROF)
E-004776-2020	07-01-2020 10:54:13 AM	08-01-2020 12:14:16 PM	01	ENERO     	01	ENERO     	2020	03° FISCALÍA PROVINCIAL PENAL CORPORATIVA DE CARHUAZ. REMITE CÉDULA DE NOTIFICACIÓN, RESPECTO A CASO N°1306064503-2019-335-0, REMITIENDO DISPOSICIÓN FISCAL N°01	0	MINISTERIO PUBLICO	SE TOMO CONOCIMIENTO Y SE ARCHIVO FILE DEL MINISTERIO PUBLICO(FILE - 160)	NULL	DIRECCION GENERAL DE FISCALIZACIONES Y SANCIONES EN COMUNICACIONES-(NUEVO-ROF)
E-003254-2020	06-01-2020 12:35:06 PM	16-01-2020 11:08:41 AM	01	ENERO     	01	ENERO     	2020	OFICINA DE SERVICIOS GENERALES:  SOLICITA CONFIRMAR VERACIDAD DE DOCUMENTOS: COPIA DE RESOLUCION DIRECTORAL N °464-2017-MTC/27 Y OTROS. 	8	MINISTERIO PUBLICO	NULL	NULL	DIRECCION GENERAL DE PROGRAMAS Y PROYECTOS DE COMUNICACIONES-(NUEVO-ROF)
E-003602-2020	06-01-2020 03:03:50 PM	12-07-2020 02:23:09 PM	07	JULIO     	01	ENERO     	2020	NOTIFICA DISPOSICIÓN FISCAL N° 02-2019, REFERENTE AL CASO N° 3006064501-2018-2003-0	130	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-000225-2020	02-01-2020 11:06:02 AM	02-01-2020 02:56:24 PM	01	ENERO     	01	ENERO     	2020	CONDUCCION ESTADO DE EBRIEDAD O DROGADICCION	0	MINISTERIO PUBLICO	"ATENDIDAS Y DERIVADAS AL ÁREA DE SEGURIDAD PUBLICA
(SE PROCEDE A FINALIZAR LAS NOTIFICACIONES DE CONDUCCIÓN DE ESTADO DE EBRIEDAD, LAS CUALES HAN SIDO ATENDIDAS EN SU MOMENTO VÍA CORREO ELECTRÓNICO VÍA CASILLA O ENVIADAS EN FÍSICO,INFORMACIÓN AL ANEXO 1619)"	NULL	PROCURADURIA PUBLICA
E-001514-2020	03-01-2020 11:20:48 AM	12-07-2020 02:39:17 PM	07	JULIO     	01	ENERO     	2020	DELITO DE PELIGRO COMÚN/03 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO /CASO N° 2006014503-2019-1854-0/YELSIN VALDIVIESO REYES 	131	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-002265-2020	03-01-2020 04:55:54 PM	12-07-2020 02:34:54 PM	07	JULIO     	01	ENERO     	2020	REMITE DISPOSICIÓN N° 03-2019, CONSENTIDO LA ABSTENCIÓN (CASO NRO. 2506014503-2019215-0)	131	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-003216-2020	06-01-2020 12:14:16 PM	02-08-2020 11:02:38 PM	08	AGOSTO    	01	ENERO     	2020	FISCALIA PROVINCIAL ESPECIALIZADA EN DELITO DE CORRUPCION DE FUNCIONARIOS DEL DISTRITO FISCAL DE CAÑETE: SOLICITA EN EL PLAZO DE10 DIAS EL ORIGINAL O COPIAS FEDATEADAS DE EXPEDIENTE DE EJECUCION COACTIVA QUE INICIARA CONTRA LA MUNICIPALIDAD PROVINCIAL DE CAÑETE DEBIDO A RENUNCIA DE TRANSFERIR A LAS CUENTAS DEL FONDO SOAT. 	142	MINISTERIO PUBLICO	SE DERIVO DOCUMENTO PARA ATENCIÓN DIRECTA A LA OFICINA DE COBRANZA Y EJECUCIÓN COACTIVA SOBRE REQUERIMIENTO DE REMISIÓN DE COPIA DE EXPEDIENTE DE EJECUCIÓN COACTIVA N° 13264-2018-N	NULL	SECRETARIA GENERAL
E-002256-2020	03-01-2020 04:53:32 PM	12-07-2020 02:35:51 PM	07	JULIO     	01	ENERO     	2020	REMITE DISPOSICIÓN N° 03-2019, CONSENTIDO LA ABSTENCIÓN (CASO NRO. 2506014503-2019-285-0)	131	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
